Tenure_Years,Total_Amount,total_renewal_score_new,sustainability_score,anchoring_score,Current_Anchorings,Call_Direction,Renewal_Impact_Due_to_Price_Increase,Band,prospect_outcome,score_per_tenure,is_low_tenure,score_category,label,churn_probability,prediction
2,483.0,32.5,8.0,8.5,1,Outbound,Yes,Band B,1,10.833333333333334,1,Medium,1,0.9971577,1
9,339.0,34.0,8.0,8.5,1,Outbound,No,Band B,1,3.4,0,Medium,1,0.9971414,1
2,339.0,32.5,8.0,8.5,1,Outbound,Yes,Band B,1,10.833333333333334,1,Medium,1,0.99967825,1
2,435.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9911657,1
2,387.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.99820745,1
2,249.0,32.5,8.0,8.5,1,Outbound,No,Band A,1,10.833333333333334,1,Medium,1,0.9978987,1
3,339.0,33.0,8.0,8.5,1,Outbound,No,Band B,1,8.25,1,Medium,1,0.9980831,1
2,684.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9878405,1
9,438.0,34.0,8.0,8.5,1,Outbound,No,Band B,1,3.4,0,Medium,1,0.83364874,1
3,324.0,34.0,8.0,8.5,1,Outbound,No,Band A,1,8.5,1,Medium,1,0.97798973,1
5,381.5,33.5,8.0,8.5,1,Inbound,No,Band B,1,5.583333333333333,0,Medium,1,0.98897564,1
2,664.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9878405,1
2,999.0,32.5,8.0,8.5,1,Outbound,No,Band C2,1,10.833333333333334,1,Medium,1,0.9656208,1
6,899.0,33.5,8.0,8.5,1,Outbound,No,Band C1,1,4.785714285714286,0,Medium,1,0.88574815,1
3,1279.0,33.0,8.0,8.5,1,Outbound,No,Band D,1,8.25,1,Medium,1,0.8522047,1
12,1149.0,34.0,8.0,8.5,1,Outbound,No,Band D,1,2.6153846153846154,0,Medium,1,0.8502903,1
6,949.0,33.5,8.0,8.5,1,Outbound,No,Band C1,1,4.785714285714286,0,Medium,1,0.9078858,1
6,684.0,33.5,8.0,8.5,1,Outbound,Yes,Band B,1,4.785714285714286,0,Medium,1,0.95580834,1
3,1119.0,31.5,8.0,8.5,1,Outbound,No,Band D,1,7.875,1,Medium,1,0.98841524,1
3,1739.0,34.0,8.0,8.5,1,Inbound,No,Band F1,1,8.5,1,Medium,1,0.11107195,0
10,683.8,34.0,8.0,8.5,1,Inbound,No,Band C1,1,3.090909090909091,0,Medium,1,0.63334787,1
17,1119.0,34.0,8.0,8.5,1,Outbound,No,Band D,1,1.8888888888888888,0,Medium,1,0.8456482,1
13,739.0,34.0,8.0,8.5,1,Outbound,No,Band C1,1,2.4285714285714284,0,Medium,1,0.65930057,1
2,642.0,32.5,8.0,8.5,1,Outbound,No,Band D,1,10.833333333333334,1,Medium,1,0.9988211,1
3,869.0,33.0,8.0,8.5,1,Outbound,No,Band C1,1,8.25,1,Medium,1,0.77245927,1
3,2009.0,33.0,8.0,8.5,1,Outbound,No,Band F1,1,8.25,1,Medium,1,0.9282352,1
2,1759.0,32.5,8.0,8.5,1,Outbound,No,Band F1,1,10.833333333333334,1,Medium,1,0.9869768,1
7,1135.4,34.0,8.0,8.5,1,Outbound,Yes,Band F1,1,4.25,0,Medium,1,0.9977512,1
2,2009.0,32.5,8.0,8.5,1,Outbound,No,Band F1,1,10.833333333333334,1,Medium,1,0.9922242,1
2,1859.0,32.5,8.0,8.5,1,Outbound,No,Band F2,1,10.833333333333334,1,Medium,1,0.97992307,1
2,869.0,32.5,8.0,8.5,1,Outbound,No,Band C1,1,10.833333333333334,1,Medium,1,0.9865376,1
4,969.0,34.0,8.0,8.5,1,Outbound,No,Band C2,1,6.8,0,Medium,1,0.8053049,1
2,969.0,43.0,8.0,8.5,1,Outbound,No,Band C2,1,14.333333333333334,1,Medium,1,0.1974785,0
2,919.0,32.5,8.0,8.5,1,Outbound,No,Band C1,1,10.833333333333334,1,Medium,1,0.98259234,1
3,989.0,34.0,8.0,8.5,1,Outbound,No,Band C2,1,8.5,1,Medium,1,0.8537474,1
0,1119.0,33.5,8.0,8.5,1,Outbound,Yes,Band D,1,33.5,1,Medium,1,0.9524598,1
2,969.0,32.5,8.0,8.5,1,Outbound,No,Band C2,1,10.833333333333334,1,Medium,1,0.9663932,1
3,1119.0,33.0,8.0,8.5,1,Outbound,No,Band D,1,8.25,1,Medium,1,0.88804615,1
2,1119.0,32.5,8.0,8.5,1,Outbound,No,Band D,1,10.833333333333334,1,Medium,1,0.9892251,1
2,1269.0,32.5,8.0,8.5,1,Outbound,No,Band E,1,10.833333333333334,1,Medium,1,0.98912317,1
2,1119.0,32.5,8.0,8.5,1,Outbound,No,Band D,1,10.833333333333334,1,Medium,1,0.9892251,1
10,946.2,34.0,8.0,8.5,1,Outbound,No,Band D,1,3.090909090909091,0,Medium,1,0.9057202,1
2,1149.0,32.5,8.0,8.5,1,Outbound,No,Band D,1,10.833333333333334,1,Medium,1,0.99059063,1
3,1149.0,34.0,8.0,8.5,1,Outbound,No,Band D,1,8.5,1,Medium,1,0.91370595,1
3,1149.0,33.0,8.0,8.5,1,Outbound,No,Band D,1,8.25,1,Medium,1,0.9009511,1
2,1149.0,32.5,8.0,8.5,1,Outbound,No,Band D,1,10.833333333333334,1,Medium,1,0.99059063,1
3,1149.0,33.0,8.0,8.5,1,Outbound,Yes,Band D,1,8.25,1,Medium,1,0.98496324,1
2,899.0,33.5,8.0,8.5,1,Outbound,No,Band C1,1,11.166666666666666,1,Medium,1,0.8251365,1
2,899.0,32.5,8.0,8.5,1,Outbound,No,Band C1,1,10.833333333333334,1,Medium,1,0.98495513,1
2,899.0,32.5,8.0,8.5,1,Outbound,No,Band C1,1,10.833333333333334,1,Medium,1,0.98495513,1
4,899.0,42.0,8.0,8.5,1,IN_BOUND,No,Band C1,1,8.4,0,Medium,1,0.4419237,0
2,919.0,32.5,8.0,8.5,1,Inbound,Yes,Band C1,1,10.833333333333334,1,Medium,1,0.9314953,1
2,919.0,32.5,8.0,8.5,1,Outbound,No,Band C1,1,10.833333333333334,1,Medium,1,0.98259234,1
5,899.0,33.5,8.0,8.5,1,Outbound,No,Band C1,1,5.583333333333333,0,Medium,1,0.8538499,1
2,899.0,33.5,8.0,8.5,1,Outbound,No,Band C1,1,11.166666666666666,1,Medium,1,0.8251365,1
0,999.0,32.0,8.0,8.5,1,Outbound,No,Band C2,1,32.0,1,Medium,1,0.994099,1
3,1019.0,39.0,8.0,8.5,1,OUT_BOUND,No,Band C2,1,9.75,1,Medium,1,0.7674053,1
6,662.8,33.5,8.0,8.5,1,Outbound,No,Band C1,1,4.785714285714286,0,Medium,1,0.92091525,1
5,635.4,33.5,8.0,8.5,1,Outbound,No,Band C2,1,5.583333333333333,0,Medium,1,0.964024,1
2,567.0,32.5,8.0,8.5,1,Outbound,No,Band C2,1,10.833333333333334,1,Medium,1,0.9962025,1
4,738.2,33.5,8.0,8.5,1,Outbound,No,Band C1,1,6.7,0,Medium,1,0.7020056,1
8,722.2,34.0,8.0,8.5,1,Outbound,No,Band C1,1,3.7777777777777777,0,Medium,1,0.8351963,1
2,722.2,32.5,8.0,8.5,1,Outbound,No,Band C1,1,10.833333333333334,1,Medium,1,0.9887185,1
7,562.0,34.0,8.0,8.5,1,Outbound,No,Band C2,1,4.25,0,Medium,1,0.98479176,1
3,642.0,33.0,8.0,8.5,1,Outbound,No,Band D,1,8.25,1,Medium,1,0.9846687,1
3,502.0,33.0,8.0,8.5,1,Outbound,No,Band C1,1,8.25,1,Medium,1,0.9938485,1
4,562.0,33.0,8.0,8.5,1,Outbound,No,Band C2,1,6.6,0,Medium,1,0.9918978,1
4,648.8,33.0,8.0,8.5,1,Outbound,No,Band C1,1,6.6,0,Medium,1,0.9241129,1
5,684.0,33.5,8.0,8.5,1,Outbound,Yes,Band B,1,5.583333333333333,0,Medium,1,0.87886524,1
3,684.0,33.0,8.0,8.5,1,Outbound,Yes,Band B,1,8.25,1,Medium,1,0.9784025,1
8,684.0,34.0,8.0,8.5,1,Outbound,No,Band B,1,3.7777777777777777,0,Medium,1,0.62447536,1
2,684.0,41.0,8.0,8.5,1,Outbound,No,Band B,1,13.666666666666666,1,Medium,1,0.2501083,0
2,684.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9878405,1
2,684.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9878405,1
11,684.0,34.0,8.0,8.5,1,Outbound,No,Band B,1,2.8333333333333335,0,Medium,1,0.7390066,1
2,664.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9878405,1
2,664.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9878405,1
2,664.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9878405,1
11,664.0,34.0,8.0,8.5,1,Outbound,Yes,Band B,1,2.8333333333333335,0,Medium,1,0.9161873,1
12,664.0,34.0,8.0,8.5,1,Outbound,No,Band B,1,2.6153846153846154,0,Medium,1,0.7302969,1
2,664.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9878405,1
2,391.5,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9968912,1
2,391.5,33.5,9.0,8.5,1,Outbound,No,Band B,1,11.166666666666666,1,Medium,1,0.9461756,1
3,450.0,33.0,8.0,8.5,1,Outbound,Yes,Band B,1,8.25,1,Medium,1,0.9956514,1
2,684.0,33.5,8.0,8.5,1,Outbound,No,Band B,1,11.166666666666666,1,Medium,1,0.66315484,1
2,391.5,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9968912,1
2,381.5,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.99821174,1
3,684.0,33.0,8.0,8.5,1,Outbound,No,Band B,1,8.25,1,Medium,1,0.8006968,1
10,567.0,34.0,8.0,8.5,1,Outbound,Yes,Band B,1,3.090909090909091,0,Medium,1,0.9335702,1
2,381.5,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.99821174,1
0,391.5,41.5,8.0,8.5,1,Outbound,No,Band B,1,41.5,1,Medium,1,0.99372596,1
2,567.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9758625,1
7,391.5,34.0,8.0,8.5,1,Outbound,Yes,Band B,1,4.25,0,Medium,1,0.99003357,1
7,462.0,34.0,8.0,8.5,1,Outbound,No,Band B,1,4.25,0,Medium,1,0.90457416,1
2,504.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.9853018,1
9,459.0,34.0,8.0,8.5,1,Outbound,No,Band A,1,3.4,0,Medium,1,0.8301612,1
9,494.5,34.0,8.0,8.5,1,Outbound,No,Band B,1,3.4,0,Medium,1,0.80725354,1
3,351.0,33.0,8.0,8.5,1,Outbound,No,Band A,1,8.25,1,Medium,1,0.95892614,1
8,1119.0,34.0,8.0,8.5,1,Outbound,No,Band D,1,3.7777777777777777,0,Medium,1,0.9140431,1
2,1329.0,32.5,8.0,8.5,1,Outbound,No,Band E,1,10.833333333333334,1,Medium,1,0.9901905,1
3,919.0,33.0,8.0,8.5,1,Outbound,No,Band C1,1,8.25,1,Medium,1,0.7648791,1
3,762.2,34.0,8.0,8.5,1,Outbound,No,Band C1,1,8.5,1,Medium,1,0.867896,1
11,746.2,34.0,8.0,8.5,1,Outbound,No,Band C1,1,2.8333333333333335,0,Medium,1,0.80869776,1
0,642.0,32.0,8.0,8.5,1,Outbound,No,Band D,1,32.0,1,Medium,1,0.99963963,1
2,664.0,41.0,8.0,8.5,1,Outbound,No,Band B,1,13.666666666666666,1,Medium,1,0.2844537,0
7,459.0,34.0,8.0,8.5,1,Outbound,No,Band A,1,4.25,0,Medium,1,0.9157806,1
2,494.0,32.5,8.0,8.5,1,Outbound,No,Band B,1,10.833333333333334,1,Medium,1,0.98810136,1
3,382.5,33.0,8.0,8.5,1,Outbound,No,Band A,1,8.25,1,Medium,1,0.96975976,1
2,1739.0,32.5,8.0,8.5,1,Outbound,No,Band F1,1,10.833333333333334,1,Medium,1,0.9869768,1
3,1018.15,33.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,8.25,1,Medium,1,0.9972511,1
6,949.0,34.5,8.0,8.5,1,Outbound,No,Band C1,1,4.928571428571429,0,Medium,1,0.6801777,1
2,664.0,32.5,8.0,8.5,1,Outbound,Yes,Band B,1,10.833333333333334,1,Medium,1,0.99782217,1
5,1074.2,33.5,8.0,8.5,1,IN_BOUND,Yes,Band D,1,5.583333333333333,0,Medium,1,0.97803456,1
3,969.0,31.5,8.0,8.5,1,Outbound,No,Band C2,1,7.875,1,Medium,1,0.9889987,1
3,935.8,43.0,9.0,8.5,1,IN_BOUND,No,Band D,1,10.75,1,Medium,1,0.5410733,1
10,725.4,34.5,8.0,9.0,2,Outbound,No,Band D,1,3.1363636363636362,0,Medium,1,0.9819962,1
20,725.4,35.0,8.0,9.5,6,Outbound,No,Band D,1,1.6666666666666667,0,Medium,1,0.88305914,1
5,844.8,32.0,8.0,9.0,2,Outbound,No,Band D,1,5.333333333333333,0,Medium,1,0.99885404,1
3,642.0,34.0,8.0,9.5,3,Outbound,No,Band D,1,8.5,1,Medium,1,0.9883646,1
3,922.2,34.0,8.0,9.5,4,Outbound,No,Band D,1,8.5,1,Medium,1,0.9440239,1
0,627.0,34.5,8.0,9.5,3,Outbound,No,Band D,1,34.5,1,Medium,1,0.99944514,1
15,676.2,35.0,8.0,9.5,3,Outbound,No,Band D,1,2.1875,0,Medium,1,0.9854557,1
16,627.0,34.5,8.0,9.0,2,Outbound,No,Band D,1,2.0294117647058822,0,Medium,1,0.98898995,1
6,743.4,34.5,8.0,9.5,5,Outbound,No,Band D,1,4.928571428571429,0,Medium,1,0.98427224,1
0,971.4,34.5,8.0,9.5,3,Outbound,No,Band D,1,34.5,1,Medium,1,0.99597025,1
3,725.4,33.5,8.0,9.0,2,Outbound,No,Band D,1,8.375,1,Medium,1,0.9844871,1
9,725.4,35.0,8.0,9.5,3,Outbound,No,Band D,1,3.5,0,Medium,1,0.9879517,1
12,922.2,35.0,8.0,9.5,4,Outbound,No,Band D,1,2.6923076923076925,0,Medium,1,0.9137018,1
5,662.8,34.5,8.0,9.5,3,Outbound,Yes,Band C1,1,5.75,0,Medium,1,0.91039985,1
5,517.0,34.5,8.0,9.5,4,Outbound,Yes,Band C1,1,5.75,0,Medium,1,0.98879075,1
10,898.1,34.5,8.0,9.0,2,Outbound,No,Band D,1,3.1363636363636362,0,Medium,1,0.9443114,1
10,818.2,34.5,8.0,9.0,2,Outbound,No,Band C2,1,3.1363636363636362,0,Medium,1,0.8490464,1
14,702.0,35.0,8.0,9.5,8,Outbound,No,Band E,1,2.3333333333333335,0,Medium,1,0.9644947,1
3,527.0,33.5,8.0,9.0,2,Outbound,No,Band C1,1,8.375,1,Medium,1,0.9729416,1
13,1042.2,35.0,8.0,9.5,6,Outbound,No,Band E,1,2.5,0,Medium,1,0.91969067,1
2,1329.0,33.0,8.0,9.0,2,Outbound,No,Band E,1,11.0,1,Medium,1,0.9382274,1
2,1149.0,33.0,8.0,9.0,2,Outbound,No,Band D,1,11.0,1,Medium,1,0.91918486,1
4,1149.0,33.5,8.0,9.0,2,Inbound,No,Band D,1,6.7,0,Medium,1,0.6887078,1
15,919.0,42.5,8.0,9.0,2,IN_BOUND,No,Band C1,1,2.65625,0,Medium,1,0.28263032,0
7,1299.0,44.0,9.0,9.5,5,Outbound,No,Band E,1,5.5,0,Medium,1,0.21839337,0
6,999.0,34.5,8.0,9.5,3,Outbound,Yes,Band D,1,4.928571428571429,0,Medium,1,0.937795,1
4,1019.0,34.0,8.0,9.5,3,Outbound,No,Band C2,1,6.8,0,Medium,1,0.8191331,1
5,1019.0,35.5,8.0,9.5,6,Inbound,No,Band C2,1,5.916666666666667,0,Medium,1,0.50960004,1
5,1299.0,34.5,8.0,9.5,3,Outbound,No,Band E,1,5.75,0,Medium,1,0.8783609,1
8,1119.0,35.0,8.0,9.5,5,Outbound,No,Band D,1,3.888888888888889,0,Medium,1,0.9155722,1
12,1119.0,35.0,8.0,9.5,3,Inbound,No,Band D,1,2.6923076923076925,0,Medium,1,0.65538275,1
7,1119.0,34.5,8.0,9.0,2,Outbound,No,Band D,1,4.3125,0,Medium,1,0.77796066,1
5,1119.0,34.0,8.0,9.0,2,Outbound,No,Band D,1,5.666666666666667,0,Medium,1,0.8456651,1
5,1119.0,34.0,8.0,9.0,2,Outbound,No,Band D,1,5.666666666666667,0,Medium,1,0.8456651,1
0,1119.0,44.0,9.5,9.5,3,Outbound,No,Band D,1,44.0,1,Medium,1,0.7172806,1
5,989.0,34.5,8.0,9.5,3,Outbound,No,Band C2,1,5.75,0,Medium,1,0.83044994,1
9,989.0,34.5,8.0,9.0,2,Outbound,No,Band C2,1,3.45,0,Medium,1,0.83189875,1
14,989.0,35.0,8.0,9.5,3,Outbound,Yes,Band C2,1,2.3333333333333335,0,Medium,1,0.9706999,1
5,919.0,34.5,8.0,9.5,3,Outbound,No,Band C1,1,5.75,0,Medium,1,0.6874292,1
11,869.0,34.5,8.0,9.0,2,Outbound,No,Band C1,1,2.875,0,Medium,1,0.64950746,1
4,919.0,43.5,9.5,9.5,10,Outbound,No,Band C1,1,8.7,0,Medium,1,0.020637471,0
11,919.0,35.0,8.0,9.5,6,Outbound,No,Band C1,1,2.9166666666666665,0,Medium,1,0.7482477,1
6,889.0,34.0,8.0,9.0,2,Outbound,No,Band C1,1,4.857142857142857,0,Medium,1,0.77064264,1
10,1299.0,36.0,8.0,9.5,19,Outbound,No,Band E,1,3.272727272727273,0,Medium,1,0.9364024,1
5,1279.0,34.5,8.0,9.5,3,Outbound,No,Band D,1,5.75,0,Medium,1,0.7509506,1
3,1299.0,34.0,8.0,9.5,3,Outbound,Yes,Band E,1,8.5,1,Medium,1,0.9728506,1
9,1269.0,35.0,8.0,9.5,12,Outbound,No,Band E,1,3.5,0,Medium,1,0.71614677,1
8,826.2,34.5,8.0,9.0,2,Outbound,No,Band C2,1,3.8333333333333335,0,Medium,1,0.83486885,1
9,826.2,35.0,8.0,9.5,5,Outbound,No,Band C2,1,3.5,0,Medium,1,0.79969174,1
3,567.0,33.5,8.0,9.0,2,Inbound,Yes,Band C2,1,8.375,1,Medium,1,0.9027892,1
2,502.0,33.0,8.0,9.0,2,Outbound,No,Band C1,1,11.0,1,Medium,1,0.9774345,1
2,391.5,33.0,8.0,9.0,2,Outbound,No,Band B,1,11.0,1,Medium,1,0.97406876,1
3,434.0,34.5,8.0,9.0,2,Outbound,No,Band B,1,8.625,1,Medium,1,0.97433484,1
2,494.5,33.0,8.0,9.0,2,Outbound,No,Band B,1,11.0,1,Medium,1,0.898382,1
5,551.0,34.0,8.0,9.0,2,Outbound,Yes,Band B,1,5.666666666666667,0,Medium,1,0.9515988,1
3,664.0,33.5,8.0,9.0,2,Outbound,Yes,Band B,1,8.375,1,Medium,1,0.92876333,1
4,604.0,34.5,8.0,9.0,2,Outbound,No,Band B,1,6.9,0,Medium,1,0.7893344,1
20,1839.0,34.5,8.0,9.0,2,Outbound,No,Band F2,1,1.6428571428571428,0,Medium,1,0.7448388,1
3,1889.0,33.5,8.0,9.0,2,Outbound,No,Band F2,1,8.375,1,Medium,1,0.95117605,1
0,1709.0,34.0,8.0,9.0,2,Outbound,No,Band F1,1,34.0,1,Medium,1,0.9932352,1
2,1889.0,33.0,8.0,9.0,2,Outbound,No,Band F2,1,11.0,1,Medium,1,0.9340807,1
12,351.0,34.5,8.0,9.0,2,Outbound,Yes,Band A,1,2.6538461538461537,0,Medium,1,0.8976915,1
9,1104.5,34.5,8.0,9.0,2,Outbound,No,Band G,1,3.45,0,Medium,1,0.95638,1
13,684.0,34.5,8.0,9.0,2,Outbound,No,Band B,1,2.4642857142857144,0,Medium,1,0.6172558,1
24,2009.0,35.0,8.0,9.5,10,Outbound,No,Band G,1,1.4,0,Medium,1,0.13721323,0
6,2009.0,35.5,8.0,9.5,9,Outbound,No,Band G,1,5.071428571428571,0,Medium,1,0.81104803,1
10,1709.0,35.0,8.0,9.5,5,Outbound,No,Band F1,1,3.1818181818181817,0,Medium,1,0.84217554,1
2,1709.0,33.5,8.0,9.5,3,Outbound,No,Band F1,1,11.166666666666666,1,Medium,1,0.9326905,1
4,1709.0,34.0,8.0,9.5,3,Outbound,UnKnown,Band F1,1,6.8,0,Medium,1,0.95844173,1
6,1739.0,34.5,8.0,9.5,5,Outbound,No,Band F1,1,4.928571428571429,0,Medium,1,0.9217851,1
5,1687.2,34.5,8.0,9.5,7,Outbound,No,Band G,1,5.75,0,Medium,1,0.96692187,1
4,1967.2,33.0,8.0,9.5,13,Outbound,No,Band G,1,6.6,0,Medium,1,0.96584,1
4,1551.2,34.0,8.0,9.5,5,Outbound,No,Band F2,1,6.8,0,Medium,1,0.91684335,1
12,1029.95,35.0,8.0,9.5,5,Outbound,No,Band F1,1,2.6923076923076925,0,Medium,1,0.9867033,1
2,2439.0,33.5,8.0,9.5,4,Outbound,No,Band G,1,11.166666666666666,1,Medium,1,0.9085799,1
3,2539.0,34.0,8.0,9.5,6,Outbound,No,Band H,1,8.5,1,Medium,1,0.94873416,1
14,954.5,35.0,8.0,9.5,3,Outbound,No,Band F1,1,2.3333333333333335,0,Medium,1,0.9876209,1
3,339.0,33.0,8.0,8.5,1,Outbound,No,Band B,1,8.25,1,Medium,1,0.9980831,1
14,1549.0,41.0,8.0,8.5,1,Outbound,No,Band F1,1,2.7333333333333334,0,Medium,1,0.13166946,0
10,1549.0,43.0,8.0,8.5,1,Outbound,No,Band F1,1,3.909090909090909,0,Medium,1,0.66001475,1
12,1849.0,45.5,9.5,9.5,8,Outbound,No,Band F1,0,3.5,0,Medium,0,0.029550195,0
5,1599.0,45.0,8.0,9.5,3,Inbound,No,Band F1,0,7.5,0,Medium,0,0.006093001,0
9,1649.0,46.5,9.5,9.5,5,Inbound,No,Band F2,0,4.65,0,Medium,0,0.0895447,0
4,1979.0,42.5,8.0,9.5,3,Inbound,No,Band F2,0,8.5,0,Medium,0,0.14730163,0
18,1699.0,45.5,9.5,8.5,1,Outbound,No,Band F2,0,2.3947368421052633,0,Medium,0,0.0033322035,0
4,1649.0,43.0,8.0,9.0,2,Outbound,No,Band F2,0,8.6,0,Medium,0,0.081757925,0
14,1699.0,35.0,8.0,9.5,4,Outbound,No,Band F2,0,2.3333333333333335,0,Medium,0,0.16503891,0
9,1599.0,45.5,9.5,9.5,5,Outbound,No,Band F1,0,4.55,0,Medium,0,0.06391855,0
13,1699.0,42.0,8.0,9.5,5,Outbound,No,Band F2,0,3.0,0,Medium,0,0.034885526,0
16,1849.0,45.5,9.5,9.5,70,Outbound,No,Band G,0,2.676470588235294,0,Medium,0,0.10302185,0
11,1899.0,45.5,9.5,9.5,13,Outbound,No,Band G,0,3.7916666666666665,0,Medium,0,0.011168059,0
6,1849.0,41.0,8.0,8.5,1,Outbound,UnKnown,Band G,1,5.857142857142857,0,Medium,1,0.91086304,1
13,999.0,44.5,8.0,9.0,2,Outbound,No,Band D,0,3.1785714285714284,0,Medium,0,0.09193003,0
4,999.0,42.5,8.0,8.5,1,Outbound,No,Band D,0,8.5,0,Medium,0,0.17827767,0
14,1149.0,43.0,9.0,8.5,1,Outbound,No,Band E,0,2.8666666666666667,0,Medium,0,0.13363127,0
7,1149.0,44.0,9.0,9.5,5,Outbound,No,Band E,0,5.5,0,Medium,0,0.17834216,0
12,1179.0,35.0,8.0,9.5,21,Outbound,No,Band E,1,2.6923076923076925,0,Medium,1,0.8621716,1
15,1179.0,45.5,9.5,9.5,6,Outbound,No,Band E,0,2.84375,0,Medium,0,0.043508917,0
9,1349.0,43.0,9.0,9.5,5,Outbound,No,Band E,1,4.3,0,Medium,1,0.28875756,0
4,769.0,34.0,8.0,9.0,2,Outbound,No,Band C1,1,6.8,0,Medium,1,0.6877192,1
12,769.0,43.0,8.0,9.5,5,Outbound,No,Band C1,0,3.3076923076923075,0,Medium,0,0.11964476,0
6,849.0,44.0,8.0,9.5,3,Outbound,No,Band C2,0,6.285714285714286,0,Medium,0,0.10278393,0
7,2749.0,43.0,9.0,9.5,6,Outbound,No,Band J,0,5.375,0,Medium,0,0.15240532,0
10,2499.0,45.0,9.0,9.5,11,Outbound,No,Band I,0,4.090909090909091,0,Medium,0,0.003878037,0
7,2749.0,45.0,9.0,9.5,20,Outbound,No,Band J,1,5.625,0,Medium,1,0.005115202,0
12,2499.0,44.0,8.0,9.5,13,Inbound,No,Band I,0,3.3846153846153846,0,Medium,0,0.005288887,0
9,3129.0,42.0,8.0,9.5,5,Outbound,No,Band I,0,4.2,0,Medium,0,0.0366329,0
11,3199.0,45.5,9.5,9.5,64,Outbound,No,Band J,0,3.7916666666666665,0,Medium,0,0.027735585,0
5,529.0,45.0,9.5,9.0,2,Outbound,No,Band B,0,7.5,0,Medium,0,0.05677219,0
8,3568.0,45.5,9.5,9.5,14,Outbound,No,Group,0,5.055555555555555,0,Medium,0,0.024507806,0
7,1159.0,44.5,9.0,9.0,2,Outbound,No,Band D,0,5.5625,0,Medium,0,0.02757087,0
9,999.0,41.5,8.0,9.0,2,Outbound,No,Band D,0,4.15,0,Medium,0,0.17676474,0
11,1599.0,42.0,8.0,8.5,1,Outbound,No,Band F1,0,3.5,0,Medium,0,0.44485748,0
12,579.0,44.0,9.0,8.5,1,Outbound,No,Band B,0,3.3846153846153846,0,Medium,0,0.113132276,0
3,579.0,43.5,8.0,9.5,11,Outbound,No,Band B,0,10.875,1,Medium,0,0.14852495,0
15,2749.0,44.0,8.0,9.5,20,Outbound,No,Band J,0,2.75,0,Medium,0,0.114094086,0
14,2749.0,45.5,9.5,9.5,8,Inbound,No,Band J,0,3.033333333333333,0,Medium,0,0.0039346595,0
21,2499.0,46.5,9.5,9.5,17,Inbound,No,Band I,0,2.1136363636363638,0,Medium,0,0.00013245572,0
10,349.0,45.0,8.0,9.5,3,Outbound,No,Band B,1,4.090909090909091,0,Medium,1,0.97347564,1
6,3098.0,44.0,8.0,9.5,14,Inbound,No,Group,0,6.285714285714286,0,Medium,0,0.007600102,0
4,3568.0,43.5,8.0,9.5,74,Outbound,No,Group,0,8.7,0,Medium,0,0.035147417,0
11,3796.0,45.5,9.5,9.5,14,Inbound,No,Group,0,3.7916666666666665,0,Medium,0,0.0021049709,0
9,4237.0,43.0,8.0,9.5,59,Outbound,No,Group,0,4.3,0,Medium,0,0.00486128,0
3,399.0,41.0,8.0,8.5,1,IN_BOUND,No,Band A,0,10.25,1,Medium,0,0.0702428,0
3,399.0,44.5,9.5,8.5,1,Inbound,No,Band A,0,11.125,1,Medium,0,0.18078752,0
3,399.0,42.0,8.0,8.5,1,OUT_BOUND,No,Band A,0,10.5,1,Medium,0,0.14646496,0
3,399.0,42.0,8.0,8.5,1,Outbound,No,Band A,0,10.5,1,Medium,0,0.10300597,0
8,399.0,44.0,8.0,8.5,1,OUT_BOUND,No,Band A,0,4.888888888888889,0,Medium,0,0.20410411,0
5,399.0,41.5,9.0,8.5,1,OUT_BOUND,No,Band A,0,6.916666666666667,0,Medium,0,0.1235986,0
5,399.0,45.5,9.5,8.5,1,Outbound,No,Band A,0,7.583333333333333,0,Medium,0,0.09522783,0
4,399.0,43.5,8.0,8.5,1,OUT_BOUND,No,Band A,0,8.7,0,Medium,0,0.10715036,0
